Timestamp,Do you consent to participate in this academic research survey?,Age,"Program or Field of Study (e.g., BSc CSIT, BBA, MBBS, etc.)", Current Year of Study,Living Situation,Current CGPA(average GPA that you remember) or Overall CGPA (if graduated),Have you ever given compart exam or repeated course?,Average attendance in semesters till now,Daily study hours (outside class including the time of assignments and projects),I revise class materials regularly,Rate your faculty's academic teaching capability,"Use of online platforms (YouTube, Coursera, etc.)",How often do you do group studies?,Do you ask for help with teachers while facing academic difficulties?,Stress level regarding academics,Average sleep per night,Do you feel supported by friends or family in your academics?,How is your friend circle academically?,Estimated monthly household income (NPR),Are you the first in your family to attend university?,Do you work a part-time job while studying?,How much does financial pressure affect your studies?,Do family responsibilities affect your study time?,I am confident I will complete my degree,I feel motivated to do well in university,Anything else you'd like to share about your academic experience or challenges?,Column 28
06/23/2025 10:17:34,Yes,23,MBS,2nd,At home with family,3.54,No,75%–90%,<1,3,1,Rarely,Frequently,No,3,7–8 hrs,Sometimes,4,"15,000–30,000",No,Yes,1,Sometimes,2,3,Finding time for self-study alongside assignments is tough.,
06/27/2025 22:38:53,Yes,24,MPhil,4th,At home with family,3.44,No,75%–90%,<1,2,3,Rarely,Rarely,No,3,6–7 hrs,Never,5,">50,000",Yes,Yes,5,No,5,4,,
07/19/2025 12:06:55,Yes,22,BDS,4th,At home with family,3.25,No,>90%,3 to 4,1,4,Sometimes,Rarely,Rarely,2,5–6 hrs,Rarely,5,"<15,000",No,Yes,2,Significantly,5,3,,
06/06/2025 21:42:11,Yes,24,GE,4th,Alone,3.98,No,>90%,<1,2,2,Sometimes,Never,"Yes, regularly",4,6–7 hrs,Frequently,1,"15,000–30,000",No,No,3,No,5,4,,
07/08/2025 15:03:45,Yes,25,Btech AI,1st,At home with family,3.14,No,50%–75%,<1,4,5,Frequently,Rarely,Sometimes,2,7–8 hrs,Rarely,5,"15,000–30,000",Yes,No,5,Rarely,5,4,,
05/13/2025 07:54:36,Yes,30,BSc,4th,At home with family,3.51,No,>90%,1 to 2,3,1,Frequently,Rarely,Sometimes,5,>8 hrs,Rarely,2,">50,000",No,No,4,No,4,1,Every expert was once a beginner.,
05/15/2025 18:17:59,Yes,23,BCA,Graduated,Rented/shared room,3.57,No,75%–90%,3 to 4,1,4,Never,Sometimes,Sometimes,5,7–8 hrs,Always,4,">50,000",Yes,No,3,Significantly,4,5,,
06/01/2025 08:12:45,Yes,24,B.Tech in AI,Graduated,Hostel,3.47,No,75%–90%,1 to 2,5,4,Never,Frequently,No,4,7–8 hrs,Always,4,">50,000",No,Yes,1,No,5,4,,
06/20/2025 12:19:05,Yes,23,Bpt,5th,At home with family,3.33,No,50%–75%,1 to 2,3,5,Frequently,Rarely,Rarely,3,5–6 hrs,Always,5,">50,000",No,No,3,Significantly,5,4,,
05/31/2025 19:22:33,Yes,23,MPhil,1st,At home with family,4.0,No,75%–90%,2 to 3,4,4,Sometimes,Never,No,5,6–7 hrs,Never,1,">50,000",No,Yes,1,Significantly,5,3,,
07/04/2025 17:39:41,Yes,22,BBA,Graduated,Rented/shared room,3.68,No,>90%,<1,4,5,Sometimes,Rarely,Sometimes,1,7–8 hrs,Always,5,"30,000–50,000",No,No,3,Rarely,4,3,,
05/29/2025 17:22:59,Yes,22,Computer Engineering,2nd,Rented/shared room,3.54,No,>90%,<1,3,1,Frequently,Rarely,No,4,7–8 hrs,Always,4,">50,000",No,No,5,No,5,3,,
07/08/2025 05:15:29,Yes,25,LLB,1st,At home with family,3.35,No,50%–75%,1 to 2,1,2,Never,Never,No,5,6–7 hrs,Always,1,"30,000–50,000",No,No,5,Sometimes,4,4,,
07/01/2025 17:45:52,Yes,23,MPhil,4th,Alone,3.41,No,>90%,1 to 2,2,1,Rarely,Rarely,No,3,6–7 hrs,Always,5,">50,000",No,No,1,Rarely,5,3,,
07/26/2025 04:04:40,Yes,38,BCA,Graduated,Hostel,3.61,No,50%–75%,<1,3,3,Always,Rarely,Rarely,4,5–6 hrs,Frequently,5,">50,000",No,Yes,1,No,3,3,,
05/30/2025 15:13:47,Yes,33,BCE,4th,Rented/shared room,3.95,No,>90%,3 to 4,1,2,Rarely,Sometimes,Sometimes,4,>8 hrs,Rarely,5,"<15,000",No,Yes,5,Rarely,5,3,,
07/04/2025 07:20:50,Yes,22,CM,4th,At home with family,3.6,Yes,>90%,1 to 2,2,2,Sometimes,Rarely,Rarely,1,7–8 hrs,Rarely,5,"30,000–50,000",No,No,5,No,5,4,Every expert was once a beginner.,
06/19/2025 02:10:50,Yes,24,EMBA,1st,Rented/shared room,3.21,No,50%–75%,<1,3,3,Sometimes,Frequently,Rarely,2,<5 hrs,Always,5,">50,000",No,No,2,No,4,4,,
07/08/2025 00:23:34,Yes,23,Civil Engineering,3rd,Hostel,3.7,No,75%–90%,<1,2,1,Rarely,Rarely,Rarely,4,>8 hrs,Rarely,3,">50,000",Yes,No,3,Rarely,2,3,Believe in yourself and all that you are.,
05/27/2025 00:04:07,Yes,27,BIM,4th,Hostel,3.35,No,75%–90%,<1,1,3,Sometimes,Rarely,Rarely,5,6–7 hrs,Frequently,5,">50,000",No,No,5,Rarely,5,3,,
06/25/2025 22:14:56,Yes,25,ENE,3rd,Hostel,3.81,No,>90%,2 to 3,2,2,Sometimes,Rarely,Rarely,4,5–6 hrs,Always,1,">50,000",No,No,4,No,4,5,,
07/28/2025 01:16:34,Yes,23,BDS,4th,At home with family,3.87,No,50%–75%,1 to 2,2,5,Never,Sometimes,"Yes, regularly",3,5–6 hrs,Always,4,"30,000–50,000",No,No,4,Sometimes,5,5,Education is the most powerful weapon.,
05/27/2025 00:33:03,Yes,18,B.Sc,2nd,At home with family,4.0,Yes,75%–90%,<1,3,4,Rarely,Never,No,2,5–6 hrs,Always,1,"<15,000",Yes,Yes,2,Sometimes,5,3,,
06/13/2025 07:57:07,Yes,25,B.E,2nd,Hostel,3.19,No,50%–75%,<1,2,2,Frequently,Rarely,"Yes, regularly",5,7–8 hrs,Rarely,3,">50,000",No,No,1,Rarely,4,5,,
06/01/2025 06:44:35,Yes,19,MPPM,4th,At home with family,2.6,No,75%–90%,1 to 2,2,2,Sometimes,Rarely,Rarely,4,<5 hrs,Rarely,4,"15,000–30,000",No,No,2,Rarely,5,1,,
06/07/2025 15:15:48,Yes,43,MBBS,Graduated,Hostel,3.21,Yes,50%–75%,1 to 2,1,3,Rarely,Never,"Yes, regularly",4,<5 hrs,Frequently,1,">50,000",No,No,5,Rarely,5,4,,
07/11/2025 15:56:35,Yes,22,BBM LLB,4th,At home with family,2.92,No,>90%,2 to 3,1,2,Always,Sometimes,Sometimes,4,7–8 hrs,Rarely,5,"15,000–30,000",No,No,1,Rarely,5,4,,
07/15/2025 21:57:21,Yes,22,B.E,Graduated,Rented/shared room,3.97,No,>90%,3 to 4,3,5,Sometimes,Rarely,"Yes, regularly",4,6–7 hrs,Always,5,">50,000",No,Yes,4,Sometimes,4,1,,
06/04/2025 00:18:09,Yes,24,CE,Graduated,Hostel,3.7,No,75%–90%,1 to 2,1,3,Frequently,Rarely,No,1,5–6 hrs,Sometimes,4,">50,000",No,No,2,Significantly,5,1,,
05/13/2025 23:58:59,Yes,22,BCE,4th,Rented/shared room,3.91,No,>90%,>4,1,4,Always,Rarely,No,3,7–8 hrs,Always,5,"30,000–50,000",No,No,4,Significantly,4,5,,
07/08/2025 17:30:02,Yes,25,CS,4th,At home with family,3.1,No,>90%,2 to 3,1,3,Sometimes,Rarely,"Yes, regularly",4,<5 hrs,Always,1,"15,000–30,000",No,No,1,Sometimes,3,5,,
05/29/2025 23:07:09,Yes,24,B.Tech in AI,1st,Hostel,3.39,No,75%–90%,2 to 3,3,1,Frequently,Sometimes,Rarely,1,<5 hrs,Never,4,"30,000–50,000",No,No,4,Sometimes,3,4,,
07/02/2025 10:54:59,Yes,24,BPT,Graduated,Hostel,3.76,No,50%–75%,1 to 2,5,4,Sometimes,Rarely,Sometimes,5,<5 hrs,Always,4,">50,000",Yes,No,1,Rarely,5,4,,
06/15/2025 20:13:23,Yes,23,LLB,2nd,Other,3.19,Yes,50%–75%,3 to 4,4,5,Rarely,Sometimes,"Yes, regularly",3,<5 hrs,Frequently,5,"30,000–50,000",No,No,3,No,4,4,,
05/31/2025 06:54:57,Yes,24,MPhil,4th,At home with family,2.98,Yes,75%–90%,1 to 2,2,2,Sometimes,Never,Rarely,5,7–8 hrs,Always,5,">50,000",No,No,1,No,4,5,,
06/12/2025 10:43:40,Yes,22,BSc,4th,At home with family,3.66,Yes,>90%,3 to 4,1,4,Rarely,Sometimes,Sometimes,4,5–6 hrs,Frequently,5,"30,000–50,000",Yes,Yes,5,No,5,5,,
05/13/2025 22:54:39,Yes,22,B.Tech in AI,4th,Rented/shared room,3.1,No,>90%,<1,4,1,Rarely,Frequently,No,4,5–6 hrs,Sometimes,1,"<15,000",Yes,No,2,Rarely,5,3,,
05/17/2025 17:19:13,Yes,25,B.Tech,4th,At home with family,2.9,Yes,75%–90%,2 to 3,5,5,Always,Sometimes,Rarely,1,>8 hrs,Always,3,">50,000",No,No,3,Sometimes,4,3,Balancing work and studies is challenging but rewarding.,
07/06/2025 22:34:55,Yes,23,Computer Engineering,Graduated,Alone,3.99,No,>90%,<1,1,2,Frequently,Rarely,Rarely,5,<5 hrs,Sometimes,1,"30,000–50,000",No,No,4,No,5,2,,
06/25/2025 01:24:08,Yes,25,Btech AI,2nd,Rented/shared room,3.15,Yes,50%–75%,<1,1,5,Frequently,Rarely,Rarely,3,<5 hrs,Always,4,">50,000",No,No,4,Rarely,5,5,,
07/23/2025 15:17:06,Yes,25,BCA,3rd,Hostel,3.29,No,<50%,<1,3,2,Always,Rarely,Sometimes,3,6–7 hrs,Always,3,">50,000",No,No,2,Significantly,5,4,,
06/09/2025 12:25:01,Yes,25,Nursing,4th,At home with family,4.0,Yes,>90%,1 to 2,1,2,Always,Rarely,Sometimes,2,5–6 hrs,Always,5,"15,000–30,000",No,No,1,Rarely,1,4,,
06/14/2025 22:53:00,Yes,21,Btech AI,4th,Hostel,3.6,No,50%–75%,3 to 4,1,1,Always,Sometimes,Rarely,4,7–8 hrs,Sometimes,3,"15,000–30,000",Yes,No,2,Rarely,5,5,,
06/13/2025 04:50:33,Yes,30,ENE,3rd,Rented/shared room,3.49,No,>90%,<1,3,4,Sometimes,Rarely,Sometimes,1,>8 hrs,Always,5,"30,000–50,000",No,No,2,No,4,3,,
06/30/2025 06:58:06,Yes,23,BBIS,Graduated,Rented/shared room,3.79,Yes,>90%,3 to 4,1,2,Sometimes,Never,Rarely,3,6–7 hrs,Frequently,3,"15,000–30,000",No,No,5,Significantly,3,5,,
07/03/2025 22:59:28,Yes,21,BCA,4th,Hostel,3.34,No,<50%,<1,4,4,Frequently,Sometimes,Sometimes,1,6–7 hrs,Always,4,">50,000",No,No,4,No,2,5,,
07/29/2025 08:19:23,Yes,19,CE,4th,Hostel,4.0,No,>90%,3 to 4,4,2,Frequently,Sometimes,Rarely,5,6–7 hrs,Always,3,">50,000",Yes,Yes,2,No,5,4,,
05/16/2025 20:39:32,Yes,26,CE,Graduated,At home with family,4.0,No,>90%,<1,3,3,Sometimes,Rarely,Rarely,5,5–6 hrs,Always,5,"30,000–50,000",No,Yes,2,Rarely,4,3,Every expert was once a beginner.,
06/18/2025 17:39:24,Yes,25,Bpt,4th,Rented/shared room,3.24,Yes,>90%,1 to 2,2,3,Sometimes,Sometimes,Rarely,1,6–7 hrs,Rarely,5,">50,000",Yes,Yes,5,No,5,4,,
07/13/2025 20:36:18,Yes,23,Civil Engineering,Graduated,Rented/shared room,2.97,No,>90%,1 to 2,1,1,Sometimes,Rarely,No,3,6–7 hrs,Never,4,"30,000–50,000",No,No,2,Sometimes,5,3,,
06/17/2025 19:04:02,Yes,45,MPPM,4th,At home with family,2.65,No,50%–75%,1 to 2,3,2,Sometimes,Rarely,Rarely,2,<5 hrs,Rarely,5,"30,000–50,000",No,Yes,5,Sometimes,4,3,,
06/04/2025 09:56:18,Yes,25,BBA,Graduated,At home with family,3.35,No,>90%,<1,1,5,Always,Sometimes,"Yes, regularly",1,5–6 hrs,Always,5,"15,000–30,000",Yes,Yes,4,Sometimes,5,4,,
06/09/2025 14:10:29,Yes,22,BA.LLB,4th,Alone,2.91,No,50%–75%,<1,5,2,Rarely,Frequently,No,5,6–7 hrs,Always,2,"30,000–50,000",No,No,5,Rarely,4,4,Remote learning was difficult to adapt to initially.,
07/05/2025 07:23:02,Yes,44,MPPM,Graduated,Other,2.81,No,>90%,2 to 3,1,3,Rarely,Never,Sometimes,5,7–8 hrs,Always,5,"30,000–50,000",No,No,4,No,5,5,,
06/08/2025 00:08:55,Yes,23,GE,Graduated,Rented/shared room,3.19,No,75%–90%,<1,2,4,Sometimes,Sometimes,Sometimes,4,6–7 hrs,Always,5,">50,000",No,Yes,3,Sometimes,4,2,,
07/20/2025 06:20:02,Yes,22,CE,4th,Alone,4.0,No,75%–90%,<1,5,4,Sometimes,Sometimes,Sometimes,3,>8 hrs,Frequently,3,"30,000–50,000",Yes,No,4,Rarely,1,5,Not enough focus on skill development beyond theoretical knowledge.,
06/09/2025 17:58:08,Yes,25,BDS,4th,Rented/shared room,2.74,No,50%–75%,<1,2,4,Frequently,Rarely,No,5,6–7 hrs,Always,4,"15,000–30,000",No,No,2,No,3,2,,
06/05/2025 11:32:17,Yes,24,Civil Engineering,4th,At home with family,3.56,No,>90%,1 to 2,3,3,Never,Rarely,Rarely,4,<5 hrs,Sometimes,4,"30,000–50,000",Yes,No,3,Sometimes,5,4,,
05/21/2025 21:05:37,Yes,23,Computer Engineering,4th,Alone,2.73,No,75%–90%,1 to 2,1,3,Always,Sometimes,"Yes, regularly",4,7–8 hrs,Sometimes,3,">50,000",No,No,1,Significantly,5,4,,
07/19/2025 23:43:08,Yes,24,GE,1st,Hostel,3.46,Yes,>90%,2 to 3,2,3,Rarely,Never,Sometimes,2,6–7 hrs,Frequently,3,">50,000",Yes,Yes,5,Sometimes,5,3,,
05/30/2025 21:00:46,Yes,25,B.A.LLB,5th,Rented/shared room,3.19,No,>90%,1 to 2,3,1,Always,Frequently,"Yes, regularly",1,7–8 hrs,Always,2,">50,000",Yes,No,1,Sometimes,2,4,,
06/22/2025 16:50:16,Yes,24,BBA,3rd,Alone,3.0,No,>90%,<1,2,2,Rarely,Rarely,Rarely,4,6–7 hrs,Always,3,"30,000–50,000",Yes,No,4,No,4,5,,
06/28/2025 20:59:25,Yes,25,MBA,4th,Rented/shared room,3.64,No,>90%,<1,1,2,Always,Rarely,Rarely,1,5–6 hrs,Frequently,4,">50,000",No,No,2,Sometimes,4,3,,
06/24/2025 11:37:04,Yes,23,MPhil,Graduated,At home with family,3.22,No,75%–90%,<1,1,5,Frequently,Sometimes,No,2,7–8 hrs,Frequently,5,"30,000–50,000",No,No,5,No,5,5,,
07/11/2025 04:28:25,Yes,44,CE,5th,Rented/shared room,3.46,No,>90%,>4,2,3,Sometimes,Sometimes,"Yes, regularly",4,7–8 hrs,Rarely,3,"30,000–50,000",No,No,4,No,4,4,,
06/17/2025 07:51:26,Yes,41,BIM,4th,Alone,3.25,No,>90%,2 to 3,3,1,Rarely,Rarely,Sometimes,2,7–8 hrs,Frequently,4,"15,000–30,000",No,No,2,Rarely,2,4,,
07/18/2025 14:42:48,Yes,20,Nursing,4th,At home with family,3.62,No,>90%,3 to 4,4,3,Sometimes,Never,No,2,7–8 hrs,Rarely,3,"30,000–50,000",No,No,2,Rarely,5,2,,
05/26/2025 19:34:00,Yes,21,MPhil,4th,Hostel,3.05,No,>90%,1 to 2,1,2,Frequently,Sometimes,Sometimes,1,5–6 hrs,Rarely,5,"15,000–30,000",Yes,Yes,1,Rarely,5,4,,
07/17/2025 15:09:32,Yes,23,BSc,3rd,Rented/shared room,3.27,Yes,>90%,1 to 2,2,3,Rarely,Frequently,Sometimes,2,6–7 hrs,Frequently,5,"30,000–50,000",Yes,No,2,Significantly,5,3,,
07/14/2025 18:47:34,Yes,24,Btech AI,4th,Other,3.56,No,>90%,<1,4,3,Sometimes,Never,Sometimes,3,>8 hrs,Always,2,">50,000",No,No,5,No,4,4,,
07/05/2025 06:03:13,Yes,24,B.Tech in AI,4th,At home with family,3.09,No,50%–75%,>4,2,1,Frequently,Rarely,Rarely,4,<5 hrs,Always,4,"<15,000",Yes,No,4,Significantly,5,4,Learning is a lifelong journey.,
06/24/2025 16:46:11,Yes,30,CS,4th,Rented/shared room,3.44,No,>90%,1 to 2,3,3,Never,Rarely,Rarely,1,6–7 hrs,Always,3,"15,000–30,000",No,No,2,Rarely,4,4,,
07/20/2025 02:49:09,Yes,30,CM,4th,Rented/shared room,3.7,No,>90%,3 to 4,2,2,Sometimes,Rarely,Rarely,5,7–8 hrs,Always,5,"30,000–50,000",Yes,No,2,No,5,4,,
07/01/2025 19:53:44,Yes,20,BDS,5th,At home with family,3.46,No,>90%,1 to 2,3,3,Rarely,Rarely,"Yes, regularly",4,>8 hrs,Always,3,"15,000–30,000",No,No,3,No,5,4,,
07/11/2025 17:19:03,Yes,23,Environmental Engineering,4th,Alone,3.53,Yes,75%–90%,<1,4,2,Frequently,Never,No,5,6–7 hrs,Always,2,">50,000",No,Yes,5,No,4,4,,
06/06/2025 03:38:52,Yes,18,BSc,Graduated,Rented/shared room,3.32,No,75%–90%,1 to 2,3,3,Rarely,Sometimes,Sometimes,5,6–7 hrs,Rarely,2,">50,000",No,No,3,Sometimes,1,4,,
06/09/2025 14:17:46,Yes,25,BE,3rd,At home with family,3.15,No,75%–90%,1 to 2,1,2,Always,Sometimes,No,2,5–6 hrs,Frequently,3,"30,000–50,000",No,No,5,Sometimes,5,4,,
07/10/2025 04:20:00,Yes,22,B.Tech in AI,Graduated,Rented/shared room,3.1,No,50%–75%,2 to 3,2,4,Sometimes,Rarely,No,4,7–8 hrs,Always,2,"30,000–50,000",No,No,5,Significantly,5,3,,
07/09/2025 05:31:53,Yes,25,Nursing,Graduated,Alone,3.12,No,50%–75%,3 to 4,1,1,Never,Sometimes,No,4,7–8 hrs,Always,5,">50,000",Yes,No,1,Sometimes,4,4,,
07/05/2025 02:59:22,Yes,23,MPPM,4th,At home with family,2.99,No,>90%,<1,1,4,Frequently,Never,Rarely,3,>8 hrs,Sometimes,1,">50,000",No,No,4,No,5,5,Limited access to research opportunities is demotivating.,
07/16/2025 03:18:24,Yes,25,ME,2nd,Hostel,2.92,No,75%–90%,3 to 4,3,4,Frequently,Rarely,"Yes, regularly",4,6–7 hrs,Never,3,"30,000–50,000",No,No,4,No,2,3,,
07/10/2025 03:43:14,Yes,23,BSc.CS,4th,Rented/shared room,3.04,No,>90%,2 to 3,4,2,Rarely,Sometimes,"Yes, regularly",3,7–8 hrs,Sometimes,3,">50,000",No,No,4,No,5,4,,
05/23/2025 21:18:23,Yes,20,BSc.CS,4th,Rented/shared room,3.54,No,50%–75%,1 to 2,2,4,Frequently,Never,Sometimes,2,>8 hrs,Rarely,3,"<15,000",No,No,1,Sometimes,4,5,,
06/25/2025 05:30:40,Yes,21,BBM LLB,4th,Hostel,3.33,No,75%–90%,1 to 2,2,2,Frequently,Sometimes,No,5,6–7 hrs,Frequently,5,"<15,000",No,No,4,No,5,3,,
05/27/2025 10:59:12,Yes,18,CA,4th,Hostel,3.2,No,75%–90%,3 to 4,5,2,Never,Rarely,"Yes, regularly",5,7–8 hrs,Always,3,"30,000–50,000",Yes,No,5,Rarely,5,1,,
07/28/2025 20:30:12,Yes,22,BIM,Graduated,Rented/shared room,4.0,No,>90%,<1,2,3,Frequently,Sometimes,Sometimes,2,6–7 hrs,Sometimes,5,"<15,000",No,No,5,Sometimes,5,3,,
05/26/2025 22:46:20,Yes,46,B.A.LLB,Graduated,Rented/shared room,3.15,No,50%–75%,2 to 3,2,3,Always,Sometimes,Rarely,4,5–6 hrs,Sometimes,5,"15,000–30,000",No,Yes,4,Significantly,5,2,,
06/19/2025 13:30:26,Yes,25,BBIS,4th,Rented/shared room,3.62,No,<50%,<1,1,5,Frequently,Sometimes,Rarely,5,5–6 hrs,Always,4,"15,000–30,000",No,Yes,4,No,5,3,Outdated teaching methodologies need revision.,
07/20/2025 16:11:41,Yes,22,B.Tech,Graduated,Rented/shared room,3.91,No,>90%,2 to 3,3,2,Sometimes,Rarely,Sometimes,1,5–6 hrs,Frequently,3,">50,000",Yes,Yes,3,Rarely,5,3,Not enough focus on skill development beyond theoretical knowledge.,
07/22/2025 18:20:04,Yes,23,CE,4th,Rented/shared room,3.22,Yes,>90%,<1,1,2,Frequently,Sometimes,Rarely,5,<5 hrs,Sometimes,3,">50,000",No,No,3,No,5,4,,
07/30/2025 16:47:40,Yes,21,BBA,Graduated,Rented/shared room,3.78,Yes,>90%,2 to 3,3,1,Rarely,Never,No,4,<5 hrs,Frequently,5,">50,000",No,No,5,Sometimes,3,5,,
05/14/2025 17:09:13,Yes,25,MBA,4th,At home with family,3.21,No,>90%,<1,4,4,Frequently,Never,No,1,6–7 hrs,Rarely,4,">50,000",Yes,No,1,Sometimes,5,4,Learning is a lifelong journey.,
05/23/2025 08:35:12,Yes,22,Environmental Engineering,5th,At home with family,4.0,No,75%–90%,<1,1,4,Frequently,Sometimes,No,5,6–7 hrs,Rarely,5,"30,000–50,000",Yes,No,4,No,4,5,,
07/20/2025 05:43:41,Yes,25,MBA,4th,At home with family,3.29,No,75%–90%,2 to 3,2,1,Frequently,Frequently,"Yes, regularly",3,6–7 hrs,Always,2,">50,000",No,No,3,No,5,4,,
05/26/2025 18:27:42,Yes,26,CA,Graduated,Alone,2.99,No,>90%,1 to 2,5,3,Rarely,Frequently,"Yes, regularly",4,5–6 hrs,Always,3,">50,000",No,No,3,No,5,3,,
06/06/2025 03:44:11,Yes,20,MPhil,1st,Rented/shared room,3.2,No,75%–90%,<1,2,4,Sometimes,Frequently,Rarely,4,6–7 hrs,Rarely,5,">50,000",Yes,No,3,No,5,4,,
06/21/2025 08:36:42,Yes,40,B.E,4th,Rented/shared room,3.09,Yes,75%–90%,<1,4,4,Rarely,Rarely,Rarely,3,>8 hrs,Rarely,4,"30,000–50,000",Yes,No,3,No,4,3,,
06/08/2025 23:42:48,Yes,24,Computer science,4th,Other,3.01,Yes,75%–90%,2 to 3,4,1,Sometimes,Never,No,5,7–8 hrs,Always,4,"30,000–50,000",Yes,Yes,4,No,5,5,,
06/28/2025 13:04:20,Yes,22,B.A.LLB,Graduated,Other,2.84,No,75%–90%,>4,4,5,Always,Never,No,2,6–7 hrs,Always,1,"<15,000",No,No,2,Significantly,5,4,,
07/13/2025 15:24:26,Yes,23,CS,Graduated,At home with family,3.58,No,75%–90%,1 to 2,1,3,Frequently,Rarely,Rarely,4,6–7 hrs,Sometimes,3,"15,000–30,000",No,Yes,1,No,2,2,Maintaining mental health while pursuing academic excellence is crucial.,
06/19/2025 14:17:26,Yes,25,Geomatics Engineering,Graduated,At home with family,3.32,Yes,>90%,3 to 4,3,4,Frequently,Frequently,Rarely,5,6–7 hrs,Always,4,"30,000–50,000",Yes,No,4,No,5,3,,
06/03/2025 17:00:02,Yes,23,BCA,Graduated,Alone,3.58,No,>90%,<1,3,3,Always,Sometimes,"Yes, regularly",5,<5 hrs,Always,5,">50,000",Yes,No,5,No,3,2,,
06/25/2025 06:40:36,Yes,25,BIT,4th,Hostel,3.57,No,<50%,<1,2,2,Rarely,Sometimes,No,5,6–7 hrs,Always,3,"15,000–30,000",Yes,No,5,Significantly,5,4,,
06/18/2025 09:31:36,Yes,42,B.Tech in AI,4th,At home with family,3.44,No,75%–90%,<1,2,3,Always,Never,"Yes, regularly",4,6–7 hrs,Always,5,"<15,000",No,No,4,No,5,3,,
05/18/2025 06:40:46,Yes,24,MBS,3rd,At home with family,3.45,No,<50%,1 to 2,1,3,Sometimes,Sometimes,Sometimes,5,7–8 hrs,Frequently,5,">50,000",Yes,Yes,2,No,5,1,,
05/21/2025 15:35:04,Yes,23,BIM,Graduated,At home with family,3.54,No,50%–75%,1 to 2,2,3,Sometimes,Sometimes,Rarely,1,6–7 hrs,Sometimes,3,">50,000",No,No,2,Sometimes,5,2,,
07/25/2025 00:39:06,Yes,29,MPPM,3rd,Rented/shared room,3.25,No,>90%,3 to 4,3,1,Rarely,Frequently,Rarely,1,>8 hrs,Always,1,">50,000",No,No,5,No,5,1,Family expectations create additional pressure to perform well.,
06/02/2025 17:21:13,Yes,21,Nursing,Graduated,Rented/shared room,4.0,Yes,>90%,3 to 4,4,3,Frequently,Never,Sometimes,4,6–7 hrs,Frequently,2,"<15,000",No,Yes,3,Significantly,3,4,,
06/05/2025 13:20:19,Yes,22,B.Tech in AI,Graduated,Alone,3.62,No,>90%,<1,3,2,Always,Never,Rarely,5,6–7 hrs,Never,2,"<15,000",No,Yes,1,Sometimes,4,3,,
05/23/2025 01:14:19,Yes,23,BSc.CS,1st,At home with family,3.61,No,75%–90%,1 to 2,3,2,Frequently,Sometimes,"Yes, regularly",4,5–6 hrs,Always,3,"30,000–50,000",No,No,2,No,5,5,,
06/19/2025 10:45:47,Yes,24,MBS,4th,Rented/shared room,3.74,No,>90%,3 to 4,2,3,Frequently,Rarely,"Yes, regularly",5,7–8 hrs,Always,1,"30,000–50,000",Yes,No,4,Sometimes,5,4,,
06/03/2025 01:49:47,Yes,22,BDS,Graduated,At home with family,3.61,No,50%–75%,3 to 4,1,3,Rarely,Never,No,1,6–7 hrs,Sometimes,5,"30,000–50,000",Yes,No,3,Rarely,5,4,,
07/19/2025 08:07:56,Yes,20,CE,3rd,Hostel,4.0,Yes,75%–90%,<1,2,5,Never,Sometimes,Sometimes,5,5–6 hrs,Always,5,">50,000",No,Yes,4,No,3,3,,
07/14/2025 15:30:54,Yes,23,ME,4th,Other,3.15,No,<50%,3 to 4,4,2,Frequently,Never,"Yes, regularly",3,>8 hrs,Always,2,">50,000",No,No,1,Significantly,2,2,,
06/15/2025 22:20:50,Yes,24,LLB,4th,Hostel,3.54,No,75%–90%,>4,2,1,Sometimes,Sometimes,Sometimes,3,5–6 hrs,Always,3,"30,000–50,000",No,Yes,1,Sometimes,5,4,,
05/21/2025 08:36:03,Yes,18,MBA,4th,Hostel,3.94,No,>90%,3 to 4,2,2,Rarely,Never,Rarely,3,6–7 hrs,Always,4,">50,000",Yes,No,3,Rarely,5,1,,
06/04/2025 10:44:41,Yes,24,CS,3rd,Rented/shared room,3.87,No,>90%,3 to 4,3,3,Sometimes,Never,Sometimes,1,5–6 hrs,Never,2,">50,000",No,No,3,Rarely,5,3,,
05/18/2025 23:15:08,Yes,23,MBBS,2nd,Rented/shared room,3.35,No,>90%,1 to 2,1,1,Rarely,Sometimes,Rarely,2,6–7 hrs,Always,3,"30,000–50,000",Yes,No,4,No,5,5,The best way to predict the future is to create it.,
06/07/2025 15:16:47,Yes,46,MBBS,Graduated,Other,4.0,No,>90%,>4,4,4,Always,Sometimes,Rarely,1,7–8 hrs,Never,5,"15,000–30,000",No,No,3,Rarely,3,4,,
07/02/2025 23:44:57,Yes,23,CA,Graduated,At home with family,3.14,No,75%–90%,1 to 2,1,1,Sometimes,Rarely,Sometimes,5,7–8 hrs,Rarely,2,"15,000–30,000",No,No,4,Rarely,5,4,,
07/19/2025 23:15:11,Yes,37,MBBS,Graduated,At home with family,3.11,No,>90%,<1,1,3,Sometimes,Never,Sometimes,1,5–6 hrs,Always,4,"30,000–50,000",No,Yes,1,No,5,2,,
07/12/2025 06:26:46,Yes,22,GE,4th,At home with family,3.35,No,75%–90%,<1,2,2,Rarely,Sometimes,"Yes, regularly",5,5–6 hrs,Never,2,">50,000",No,Yes,1,Rarely,5,3,,
